Quality;Description
(0.18673708920187798, 'UGbr', 0.675, 'UGb', 0.48826291079812206);['deck_ShimmerdriftVale', 'deck_IcebindPillar', 'deck_SnowCoveredIsland']
(0.18673708920187798, 'UGbr', 0.675, 'UGb', 0.48826291079812206);['deck_IcebindPillar', 'deck_ShimmerdriftVale', 'deck_SnowCoveredIsland']
(0.18358346498156924, 'UGbr', 0.6527777777777778, 'UGb', 0.46919431279620855);['deck_ShimmerdriftVale', 'deck_IcebindPillar', 'deck_SnowCoveredForest']
(0.18358346498156924, 'UGbr', 0.6527777777777778, 'UGb', 0.46919431279620855);['deck_IcebindPillar', 'deck_ShimmerdriftVale', 'deck_SnowCoveredForest']
(0.18358346498156924, 'UGbr', 0.6527777777777778, 'UGb', 0.46919431279620855);['deck_IcebindPillar', 'deck_SnowCoveredForest', 'deck_ShimmerdriftVale']
(0.18358346498156924, 'UGbr', 0.6527777777777778, 'UGb', 0.46919431279620855);['deck_SnowCoveredForest', 'deck_IcebindPillar', 'deck_ShimmerdriftVale']
(0.1734703866862457, 'UGbr', 0.6888888888888889, 'UGb', 0.5154185022026432);['deck_AuguryRaven', 'deck_MaskedVandal', 'deck_SarulfsPackmate']
(0.1734703866862457, 'UGbr', 0.6888888888888889, 'UGb', 0.5154185022026432);['deck_MaskedVandal', 'deck_AuguryRaven', 'deck_SarulfsPackmate']
(0.1662950257289879, 'UGbr', 0.6981132075471698, 'UGb', 0.5318181818181819);['deck_AvalancheCaller', 'deck_Mistwalker', 'deck_SnowCoveredIsland']
(0.1662950257289879, 'UGbr', 0.6981132075471698, 'UGb', 0.5318181818181819);['deck_Mistwalker', 'deck_AvalancheCaller', 'deck_SnowCoveredIsland']
(0.1662950257289879, 'UGbr', 0.6981132075471698, 'UGb', 0.5318181818181819);['deck_AvalancheCaller', 'deck_SnowCoveredIsland', 'deck_Mistwalker']
(0.1662950257289879, 'UGbr', 0.6981132075471698, 'UGb', 0.5318181818181819);['deck_SnowCoveredIsland', 'deck_AvalancheCaller', 'deck_Mistwalker']
(0.1651694188690498, 'UGbr', 0.7014388489208633, 'UGr', 0.5362694300518135);['deck_AvalancheCaller', 'deck_Mistwalker']
(0.1651694188690498, 'UGbr', 0.7014388489208633, 'UGr', 0.5362694300518135);['deck_Mistwalker', 'deck_AvalancheCaller']
(0.1507936507936507, 'UGwb', 0.6666666666666666, 'UGb', 0.5158730158730159);['deck_PilferingHawk', 'deck_IceTunnel']
(0.1507936507936507, 'UGwb', 0.6666666666666666, 'UGb', 0.5158730158730159);['deck_IceTunnel', 'deck_PilferingHawk']
